gene,qval_6h,ratio_6h,qval_1d,ratio_1d,qval_3d,ratio_3d,qval_7d,ratio_7d
JDP2,0.611601,0.801757,0.739044,0.925554,0.99535,0.993797,0.984213,0.880901
JKAMP,0.846896,1.07347,0.2744,1.17101,0.913252,1.08899,0.995966,1.06058
JMJD1C,0.580382,1.23007,0.807765,1.05055,0.969854,0.964737,0.995877,1.06802
JMJD1C-AS1,0.525981,0.824821,0.571554,0.936612,0.841354,0.907337,0.957255,0.908862
JMJD4,0.614364,0.93503,0.0975955,0.917111,0.710582,0.922455,0.953102,0.946811
JMJD4,0.932018,1.03686,0.72693,0.939128,0.823242,0.861166,0.997914,0.960203
JMJD6,0.998029,1.00137,0.612423,1.09598,0.894549,1.1125,0.973412,1.13893
JMJD7,0.63002,0.921083,0.000149421,0.790696,0.876955,0.944534,0.997914,1.02218
JMJD8,0.784048,0.944705,0.0164588,0.833051,0.99015,0.992561,0.997914,0.976894
JMY,0.97562,0.990162,0.000160309,0.735501,0.543145,0.836179,0.916035,1.11508
JOSD1,0.93836,0.962156,0.53584,0.890445,0.927411,0.918163,0.992173,1.10332
JOSD2,0.687538,0.913865,0.511444,1.07352,0.947719,0.963942,0.997914,0.967579
JPH1,0.331216,0.784679,0.0667552,0.869344,0.664253,0.877078,0.738518,0.871742
JPH2,0.574072,0.854798,0.758197,0.956453,0.884528,0.919254,0.997914,0.983288
JPH3,0.547949,0.839833,0.928366,0.985918,0.863331,0.913035,0.984213,0.927446
JPH4,0.562795,0.851764,0.377354,0.906007,0.942126,0.956342,0.989896,0.934748
JPX,0.887574,1.08914,0.311704,0.793897,0.996936,0.995646,0.949466,1.2466
JRK,0.562795,0.910764,0.18545,0.923423,0.864485,0.947833,0.994006,0.971016
JRKL,0.572865,1.20408,0.608998,0.923561,0.983291,1.02003,0.997914,1.0406
JSRP1,0.604199,0.854522,0.898235,0.976339,0.885743,0.909617,0.979422,0.902881
JUN,0.519044,0.729078,0.0135337,0.708869,0.143458,0.616568,0.989578,0.903295
JUNB,0.803842,0.833341,0.048239,0.58346,0.940585,0.878181,0.997914,0.916399
JUND,0.821603,0.904556,0.126718,0.770363,0.858541,0.851392,0.989896,0.893462
JUP,0.972872,1.03299,0.00520011,1.9862,0.249133,2.10595,0.994543,1.13677
KAAG1,0.506155,0.746671,0.361457,0.879062,0.850102,0.880972,0.993608,0.924449
KALRN,0.878872,0.967871,0.0810458,0.879298,0.902254,0.949348,0.999088,0.99829
KALRN,0.5625,0.872952,0.988723,0.998111,0.916949,0.950606,0.994119,0.9587
KANK1,0.913309,0.965094,0.294694,0.885029,0.91121,0.933045,0.997914,1.01403
KANK2,0.617889,0.881083,0.967306,1.00681,0.97855,0.980565,0.984213,0.924784
KANK3,0.579025,0.866597,0.762601,0.960181,0.930769,0.949851,0.993745,0.945081
KANK4,0.8223,0.952442,0.866387,1.02129,0.886693,0.937055,0.997914,0.990752
KANSL1,0.93356,1.0198,7.00E-06,0.737769,0.430912,0.846297,0.993608,0.955588
KANSL1L,0.615298,1.11134,5.87E-05,1.35517,0.636971,1.15641,0.943079,1.09459
KANSL2,0.626105,1.19673,0.751479,1.06537,0.868389,1.14061,0.922033,1.18893
KANSL3,0.984458,1.00526,0.640645,1.04416,0.842785,1.07736,0.996577,0.970191
KARS,0.962779,1.0204,0.219094,1.17479,0.909223,0.921121,0.993608,1.0785
KAT2A,0.982829,1.00608,3.03E-05,0.748196,0.717738,0.891933,0.989896,0.951081
KAT2B,0.728373,1.11249,0.158054,1.19494,0.988789,1.01435,0.996577,1.053
KAT5,0.734909,1.04397,0.593755,1.03429,0.938598,0.97572,0.938408,0.944945
KAT6A,0.748147,1.13693,0.9704,1.00991,0.90525,0.898217,0.997914,1.04219
KAT6B,0.713341,1.11294,0.000648098,0.693926,0.700703,0.832454,0.984213,1.09846
KAT7,0.61846,1.08157,0.345302,0.937265,0.975044,0.986533,0.953073,1.0667
KAT8,0.942202,1.02483,6.16E-05,0.684819,0.868389,0.911076,0.997914,1.02129
KATNA1,0.599019,1.21778,0.98513,0.995501,0.873111,1.13395,0.967231,1.14828
KATNAL1,0.984679,0.987913,0.0633414,0.735385,0.916566,0.901001,0.999088,1.00562
KATNAL2,0.736572,0.940172,0.954393,0.99322,0.946658,0.970302,0.999733,1.00015
KATNB1,0.836328,0.953247,0.0228526,0.830319,0.946643,0.96509,0.99526,0.960335
KAZALD1,0.534574,0.798449,0.41547,0.894159,0.684071,0.822333,0.9764,0.897975
KAZN,0.774899,0.931041,0.980212,1.00411,0.840767,0.90271,0.943081,0.898489
KAZN,0.757057,0.941838,0.633102,0.954694,0.958908,0.975426,0.983179,0.939517
KBTBD11,0.792976,0.936983,0.261153,0.891299,0.91121,0.939715,0.989132,0.936418
KBTBD12,0.467485,0.848981,0.845102,0.981352,0.994087,1.00317,0.362012,0.840812
KBTBD2,0.852919,1.06661,0.131096,1.2132,0.905575,0.91819,0.998666,0.990996
KBTBD3,0.737168,1.15583,0.843919,1.05143,0.997013,0.99663,0.990128,1.12034
KBTBD4,0.86187,1.04555,0.376529,0.912892,0.948538,1.03678,0.895246,1.12662
KBTBD6,0.913091,1.05357,0.508838,1.13265,0.984695,1.02393,0.997914,1.05039
KBTBD7,0.873813,1.07169,0.28908,1.19258,0.963501,1.04698,0.997914,1.03014
KBTBD8,0.886956,1.07904,0.0139806,1.53119,0.976529,1.03944,0.993745,1.11188
KCMF1,0.599722,1.11384,0.330761,0.91815,0.735416,0.892327,0.997914,0.972259
KCNA1,0.525981,0.762143,0.99087,1.00231,0.89729,0.90652,0.715179,0.779688
KCNA10,0.554627,0.819582,0.540179,1.09058,0.92691,1.0667,0.993745,1.06934
KCNA2,0.601009,0.896557,0.927452,0.988129,0.411193,0.826439,0.829913,0.883234
KCNA3,0.654586,1.18993,0.314045,0.84231,0.85769,0.861394,0.997914,1.05516
KCNA4,0.697141,0.914831,0.397201,1.0928,0.964456,1.02761,0.997914,1.03587
KCNA5,0.535879,0.843441,0.219693,0.888213,0.656711,0.855454,0.9815,0.926694
KCNA6,0.529777,0.820696,0.205488,0.873121,0.701623,0.85244,0.993592,0.938283
KCNA7,0.60014,0.848156,0.69131,0.938184,0.958472,0.960519,0.994945,0.943719
KCNAB1,0.533713,0.859129,0.471629,0.934316,0.710767,0.883615,0.984213,0.941271
KCNAB2,0.667692,1.13634,0.550205,0.9165,0.917179,1.07526,0.998836,1.0085
KCNAB3,0.632055,0.916992,0.942183,1.00847,0.826971,1.08279,0.997914,0.98597
KCNB1,0.570045,0.861889,0.453089,1.08861,0.929478,0.948622,0.997914,0.97755
KCNB2,0.623841,0.87232,0.891027,1.02387,0.931743,0.944292,0.997914,0.969885
KCNC1,0.642109,0.879739,0.156908,0.852153,0.871792,0.90854,0.855507,0.853985
KCNC2,0.761548,0.940732,0.85852,0.97905,0.989379,0.991472,0.997914,1.012
KCNC3,0.589786,0.885147,0.768481,0.965415,0.975997,0.981824,0.993745,0.950723
KCNC4,0.723662,0.934306,0.541913,0.944534,0.947933,0.969437,0.997914,0.989668
KCND1,0.612089,0.884712,0.990542,0.998304,0.940957,0.957311,0.940842,0.900445
KCND2,0.292229,0.783936,0.953266,1.00731,0.918712,0.955142,0.900127,0.906852
KCND3,0.562795,0.863662,0.348108,0.909729,0.76422,0.884836,0.945943,0.906593
KCNE1,0.923864,1.02509,0.939342,0.989846,0.886741,1.06755,0.988167,0.943314
KCNE2,0.803122,1.14655,0.657229,1.12819,0.916134,1.13943,0.778389,1.41854
KCNE3,0.841098,1.10163,0.800898,0.937879,0.652944,1.35763,0.940842,0.820864
KCNE4,0.531231,0.742752,0.715136,1.07893,0.992879,0.991197,0.956503,0.852226
KCNE5,0.639165,0.862183,0.637773,1.07859,0.967462,0.966177,0.984213,0.908639
KCNF1,0.656969,0.867013,0.864157,0.967196,0.81329,0.860784,0.987376,0.910817
KCNG1,0.878904,0.951706,0.190705,0.856744,0.731054,0.848569,0.997914,1.01509
KCNG2,0.554453,0.814565,0.942941,0.986315,0.877924,0.904854,0.927152,0.870155
KCNG3,0.765468,0.902777,0.799673,0.952604,0.937971,0.936592,0.997914,0.971105
KCNG4,0.58058,0.85887,0.492993,1.08854,0.957846,0.965839,0.98779,1.07748
KCNH1,0.535879,0.863246,0.89959,0.984259,0.938749,0.962797,0.811943,0.882226
KCNH2,0.597076,0.860866,0.617725,0.93313,0.828682,0.886245,0.996577,0.954634
KCNH3,0.642943,0.895116,0.495064,0.925494,0.884528,0.926157,0.997914,0.981174
KCNH4,0.58058,0.861596,0.939247,1.01271,0.855251,0.905027,0.993753,0.948193
KCNH5,0.517299,0.850725,0.639808,0.955851,0.855686,0.929241,0.839851,0.892702
KCNH6,0.513412,0.807043,0.733301,0.955156,0.81329,0.891072,0.984213,0.925476
KCNH7,0.534574,0.845757,0.464116,0.926336,0.919196,0.948134,0.997216,0.964498
KCNH8,0.634633,0.902429,0.0906292,0.866052,0.68868,0.871797,0.997914,0.978315
KCNIP1,0.916683,0.971309,0.644647,1.05503,0.97855,0.982322,0.997914,0.979971
KCNIP2,0.631721,0.899183,0.838515,0.973943,0.89556,0.937332,0.997914,0.987861
KCNIP3,0.819414,0.944823,0.461251,1.08454,0.990621,0.992163,0.997914,1.01864
KCNIP4,0.556605,0.899717,0.433723,0.944714,0.67744,0.901489,0.993753,0.967563
KCNJ1,0.631032,0.902273,0.46791,1.07479,0.938598,1.04195,0.998861,0.994605
KCNJ10,0.679413,0.866293,0.725559,1.06845,0.868389,1.13396,0.995966,1.06292
KCNJ11,0.680874,0.882149,0.319107,1.14367,0.878338,0.902566,0.985243,0.913412
KCNJ12,0.531663,0.80332,0.626997,0.931259,0.916134,0.930977,0.995877,0.947716
KCNJ13,0.562795,0.901229,0.939646,0.992151,0.960498,0.979834,0.997914,0.987366
KCNJ14,0.676641,0.884669,0.680823,0.938212,0.825062,0.876499,0.997914,0.970866
KCNJ15,0.686434,1.26865,2.32E-05,2.51371,0.953685,1.08979,0.993745,1.1451
KCNJ16,0.82195,0.93809,0.575868,1.07739,0.967507,1.02977,0.997914,1.01081
KCNJ2,0.950075,1.04617,8.98E-11,4.24628,0.504095,1.57256,0.995966,0.910451
KCNJ3,0.556605,0.870546,0.785806,1.03223,0.9967,1.00193,0.997914,1.01579
KCNJ4,0.589076,0.821635,0.870241,0.966165,0.844343,0.868172,0.87842,0.828603
KCNJ5,0.682499,0.882579,0.279098,1.15425,0.853524,0.885932,0.967643,0.890951
KCNJ6,0.747202,0.933142,0.85864,1.02307,0.951873,1.03223,0.979422,0.929772
KCNJ8,0.654586,0.909971,0.46771,0.930736,0.839097,0.91481,0.997914,1.02405
KCNJ9,0.534574,0.778181,0.720736,0.937664,0.728745,0.822705,0.957255,0.87401
KCNK1,0.554627,0.836066,0.983759,1.00361,0.662796,0.838588,0.993745,0.939752
KCNK10,0.525981,0.819222,0.912323,0.983064,0.965879,0.972812,0.977676,0.918662
KCNK12,0.60108,0.843384,0.845997,1.03715,0.860995,0.887681,0.934274,0.865552
KCNK13,0.649772,0.874964,0.717263,1.05908,0.873805,0.903442,0.845685,0.840509
KCNK15,0.578407,0.825759,0.904079,1.02523,0.924669,0.928825,0.98779,0.910578
KCNK16,0.715537,0.90817,0.75215,1.04718,0.997982,1.00101,0.997914,1.00897
KCNK17,0.604406,0.875416,0.0527798,0.827928,0.850805,0.90492,0.89781,0.878613
KCNK18,0.577607,0.815395,0.997276,1.00069,0.934459,0.932252,0.984213,0.900039
KCNK2,0.575362,0.882477,0.564297,0.942231,0.9245,0.953399,0.997914,0.985038
KCNK3,0.643677,0.893982,0.937545,0.987721,0.688785,0.856131,0.995966,0.958417
KCNK5,0.677525,0.908118,0.393448,1.09403,0.985161,0.986442,0.997914,1.00845
KCNK6,0.591741,0.881932,0.915998,1.01539,0.992043,1.00604,0.984213,0.93221
KCNK7,0.575991,0.842998,0.843394,0.966933,0.956049,0.961384,0.944057,1.1336
KCNK9,0.74805,0.935837,0.82445,0.973929,0.701597,0.879992,0.922033,0.907087
KCNMA1,0.849289,0.900755,0.0211127,1.54882,0.919234,1.12635,0.997914,0.937883
KCNMB1,0.886755,1.06361,0.0207127,1.38558,0.733953,1.23887,0.997536,1.0612
KCNMB2,0.672756,0.93015,0.990259,0.998686,0.937423,0.966832,0.997914,1.00786
KCNMB4,0.947964,0.984464,0.22682,0.911703,0.918312,1.04471,0.979422,1.06412
KCNN1,0.569756,0.825359,0.964564,0.990881,0.798127,0.857863,0.961026,0.884126
KCNN2,0.860434,0.968352,0.973126,1.00371,0.98676,0.991194,0.993608,1.04153
KCNN3,0.651606,0.897767,0.613087,1.06276,0.926081,0.947889,0.964361,1.09703
KCNN4,0.894709,0.951751,0.758564,1.0553,0.98676,1.01664,0.998861,1.00755
KCNQ1,0.971378,0.977257,0.187007,0.781368,0.996304,0.995038,0.997914,0.940513
KCNQ1DN,0.964991,0.978648,0.793928,1.0536,0.995608,1.00466,0.997914,0.96586
KCNQ2,0.560016,0.862492,0.60037,0.94298,0.849988,0.914239,0.980945,0.92782
KCNQ3,0.55836,0.850189,0.964574,0.992834,0.893969,0.929756,0.996269,0.959009
KCNQ4,0.643708,0.871803,0.776229,0.953971,0.89818,0.918411,0.967377,0.893842
KCNQ5,0.909764,1.03732,0.00483457,0.756444,0.520032,0.802747,0.997914,1.03313
KCNRG,0.909971,1.04119,0.559516,0.918809,0.918312,0.931079,0.918671,1.15374
KCNS1,0.784159,0.936365,0.942215,0.989064,0.938054,0.955465,0.984213,0.928505
KCNS2,0.805325,0.930759,0.911567,1.01996,0.936916,0.946629,0.997914,0.985204
KCNS3,0.624161,0.884662,0.579175,0.934353,0.812755,0.890891,0.993745,1.06044
KCNT2,0.677442,0.942147,0.826812,1.01854,0.99015,1.00542,0.997216,1.02368
KCNU1,0.968508,0.984261,0.526561,0.915547,0.938054,1.0578,0.953151,0.886949
KCNV1,0.537932,0.83699,0.924722,0.985415,0.706781,0.861606,0.997914,0.963716
KCNV2,0.873715,0.950648,0.815506,0.962987,0.991493,1.00855,0.997914,1.04468
KCP,0.561164,0.836047,0.972669,0.993749,0.946158,0.955902,0.997914,0.95947
KCTD1,0.801457,0.952637,0.067278,0.875412,0.88848,1.0597,0.997914,0.98691
KCTD10,0.748031,1.0791,0.661036,0.948171,0.942126,0.958681,0.987076,0.934052
KCTD11,0.822275,0.953731,0.0626249,1.1568,0.822578,1.0947,0.997914,0.976312
KCTD12,0.971467,0.984856,0.00065453,1.45233,0.855236,1.1242,0.997914,1.01433
KCTD13,0.989559,1.00355,0.266182,0.922349,0.87585,1.05913,0.999088,1.00228
KCTD15,0.765593,0.915023,0.167414,0.846842,0.953685,0.958464,0.984213,0.915712
KCTD17,0.748537,0.933971,0.874759,1.02061,0.961801,0.974223,0.990167,0.945851
KCTD18,0.883621,1.03828,0.270415,0.899977,0.969584,0.977556,0.996269,1.03881
KCTD2,0.953436,1.01481,0.766052,1.03133,0.962428,0.97732,0.997914,1.0169
KCTD20,0.878334,1.05851,0.89703,0.973957,0.942141,0.94371,0.997914,0.984398
KCTD21-AS1,0.694118,1.12561,0.223481,1.16965,0.425241,1.324,0.975348,1.11608
KCTD3,0.935141,1.03399,0.724428,0.940694,0.940794,0.94254,0.997914,1.0449
KCTD4,0.945308,0.973183,0.958064,0.989656,0.941884,0.946787,0.997914,0.971113
KCTD5,0.787753,1.07981,0.000615279,1.41342,0.900595,1.08096,0.995966,1.04966
KCTD6,0.968913,1.01503,0.822749,0.964942,0.813514,1.1359,0.997914,0.958181
KCTD7,0.996683,0.997895,0.0524422,0.791538,0.817791,0.867467,0.978598,0.897603
KCTD8,0.713067,0.905411,0.983336,1.00389,0.874708,0.911146,0.999088,0.996808
KCTD9,0.683246,1.10452,0.96353,1.00745,0.871588,0.917871,0.993562,1.063
KDELC1,0.81052,1.03882,0.194284,0.921029,0.941882,1.02787,0.624401,1.13152
KDELC2,0.976738,1.01722,0.601155,1.1106,0.988836,0.981684,0.999088,1.0029
KDELR1,0.655001,1.11836,0.931664,1.01405,0.953427,1.03754,0.994119,0.951097
KDELR2,0.78105,1.07398,0.0946349,1.18121,0.893902,1.07751,0.997914,1.0352
KDELR3,0.98311,0.995887,0.72099,0.975275,0.881523,0.958357,0.997914,0.981126
KDF1,0.547949,0.88867,0.0249647,0.86866,0.520069,0.873258,0.993745,0.964331
KDM1A,0.513412,1.21096,0.00375772,0.790837,0.945994,0.964232,0.931009,1.10646
KDM2A,0.729205,1.08781,0.278715,1.12035,0.910498,1.0659,0.997914,0.987215
KDM2B,0.588323,1.08348,0.11108,0.913847,0.983285,0.990917,0.999088,1.00213
KDM3A,0.581876,1.22491,0.390034,0.872985,0.992043,0.990625,0.993745,1.08551
KDM3B,0.728373,1.07564,0.554213,0.940996,0.881303,1.07113,0.997914,0.973546
KDM4A,0.554627,1.14557,0.00293291,1.24286,0.582413,1.16294,0.997914,1.02856
KDM4B,0.748537,0.944535,0.0531408,0.875682,0.87585,0.94188,0.87842,0.90843
KDM4C,0.608006,1.13433,0.237601,0.886508,0.977527,0.980604,0.969563,1.09262
KDM4D,0.702254,0.93405,0.209255,1.09929,0.84471,1.0757,0.997914,1.02452
KDM5A,0.76557,1.09113,0.654835,1.06824,0.88814,1.09372,0.998861,1.00686
KDM5B,0.590061,1.18793,0.327743,1.14075,0.991111,0.990434,0.984213,1.09574
KDM5C,0.817723,1.04919,0.656251,1.04653,0.865349,1.07585,0.997914,0.991732
KDM6A,0.768779,1.11709,0.246568,1.19939,0.983291,0.976692,0.997914,1.05674
KDM6B,0.616164,0.849986,0.934105,0.983023,0.896291,1.09691,0.997914,0.955022
KDM8,0.975641,0.992102,0.477363,0.942054,0.844343,0.929856,0.994945,1.03431
KDR,0.513412,0.857072,0.492133,0.944207,0.86311,0.936512,0.807831,0.893796
KDSR,0.708381,1.11078,0.946383,0.987733,0.789889,0.867814,0.997914,0.968783
KEAP1,0.728373,1.12002,0.2561,1.17155,0.60965,1.27151,0.98779,1.09696
KEL,0.654586,0.907239,0.64174,1.05309,0.958829,0.971805,0.997914,0.973847
KERA,0.906289,0.974472,0.695929,1.03855,0.459128,1.17553,0.987804,1.05286
KHDC1L,0.600434,0.872159,0.89524,0.979267,0.867301,0.911868,0.994945,0.953436
KHDRBS1,0.907481,0.972811,5.85E-06,0.71771,0.865895,0.930201,0.995966,0.9659
KHDRBS2,0.984295,0.995156,0.0313421,0.872338,0.198363,0.81927,0.901274,0.918872
KHDRBS3,0.577701,0.904053,0.882733,1.01566,0.850023,0.933944,0.968655,0.93848
KHK,0.856479,1.0995,0.0701016,0.714562,0.889684,1.15756,0.957255,1.21281
KHNYN,0.747416,0.933058,0.000110152,1.3527,0.815957,1.10353,0.997914,0.981345
KHSRP,0.942848,0.983412,0.646097,0.95903,0.864831,1.06797,0.997914,1.01721
KIAA0040,0.562881,1.26367,0.000136322,1.66335,0.976028,0.969595,0.997914,1.05016
KIAA0087,0.759294,0.896481,0.64107,1.08708,0.92691,1.08092,0.997914,1.0183
KIAA0100,0.575991,1.10864,0.336774,1.07638,0.849266,1.07218,0.979827,1.0608
KIAA0101,0.937528,0.941985,0.329602,0.775862,0.545481,1.60693,0.286281,2.00149
KIAA0101,0.974793,0.991131,0.635905,1.04812,0.790749,1.10259,0.92141,1.09746
KIAA0125,0.844635,1.05625,0.0266634,0.805209,0.928946,0.94555,0.980945,1.08959
KIAA0125,0.949679,1.0251,0.0481176,0.797527,0.6115,0.804995,0.995966,1.05226
KIAA0141,0.983535,1.00805,0.040933,0.811696,0.945277,0.956504,0.997914,1.03326
KIAA0196,0.692887,1.15156,0.00603551,1.44674,0.804138,1.18986,0.989896,1.10342
KIAA0226L,0.510552,1.29158,0.854297,0.969201,0.820627,0.878859,0.993753,1.06007
KIAA0232,0.604751,1.23922,0.80176,0.943745,0.999984,0.999993,0.901386,1.22915
KIAA0319,0.638704,0.902711,0.426078,1.08228,0.978975,0.983387,0.997914,0.97568
KIAA0319L,0.682499,1.12051,0.0401573,1.24762,0.639109,1.21677,0.997914,1.02035
KIAA0355,0.893278,1.0365,0.00101221,0.760006,0.55261,0.833738,0.997914,0.972645
KIAA0368,0.769582,1.07555,0.966784,1.00673,0.84061,0.903194,0.997914,1.01418
KIAA0391,0.784394,1.07732,3.65E-06,0.634112,0.871188,0.91025,0.993745,1.06259
KIAA0430,0.605558,1.15937,0.333345,1.12688,0.773394,1.15835,0.984213,1.08795
KIAA0513,0.980218,0.988331,0.179628,1.19816,0.887052,1.10753,0.943081,0.867615
KIAA0586,0.815436,1.1051,0.346933,0.84382,0.962119,0.951153,0.997914,1.03083
KIAA0753,0.759174,1.06477,0.321404,0.916042,0.945277,0.966938,0.868127,1.11891
KIAA0825,0.681608,1.05881,0.680553,1.03077,0.97655,0.988441,0.977139,1.05131
KIAA0895L,0.5861,0.871224,0.640618,1.05909,0.855251,0.910653,0.919032,0.89042
KIAA0907,0.722939,1.11583,0.907081,0.977411,0.884052,1.10479,0.999088,1.00338
KIAA0922,0.685693,1.14452,0.260455,1.17503,0.63933,1.26476,0.913031,1.18091
KIAA0930,0.896247,1.05183,3.10E-06,1.76828,0.40679,1.36474,0.993753,0.933051
KIAA1033,0.7564,1.12178,0.000688075,1.57388,0.831653,1.17195,0.998367,0.988976
KIAA1109,0.622868,1.26197,0.970338,0.988417,0.967551,1.05198,0.984213,1.16092
KIAA1147,0.852153,1.19159,0.861833,0.914216,0.984695,1.0527,0.967231,1.38553
KIAA1161,0.836328,0.950623,0.447706,0.922938,0.739468,0.879163,0.840497,0.872473
KIAA1191,0.874353,1.05081,0.0342655,0.799396,0.963068,0.967103,0.9764,1.10381
KIAA1211L,0.573656,0.858681,0.616328,0.93768,0.834256,0.896444,0.962896,0.905296
KIAA1217,0.595101,0.918293,0.650974,0.964602,0.979137,0.9882,0.997914,1.0095
KIAA1257,0.939918,0.98609,0.98404,1.00191,0.850102,1.05872,0.898063,1.07634
KIAA1324,0.473845,1.20389,1.97E-11,0.588824,0.212695,0.80153,0.999088,1.00226
KIAA1324L,0.564303,1.19652,0.00311072,0.735849,0.871588,0.905825,0.988333,1.08142
KIAA1328,0.951482,1.01468,0.0156676,0.850043,0.874881,0.940811,0.98779,1.05228
KIAA1429,0.637339,1.15193,0.849123,0.966938,0.924669,0.934728,0.997914,1.01104
KIAA1456,0.860244,0.950905,0.787849,0.961971,0.44,0.793188,0.997914,0.979497
KIAA1456,0.551561,0.880184,0.336338,0.924777,0.707281,0.892419,0.874671,0.903255
KIAA1468,0.767949,1.08619,0.964512,1.00812,0.950626,0.959253,0.993745,1.0621
KIAA1522,0.96591,0.983674,0.12167,1.18895,0.996304,0.99701,0.984213,1.08612
KIAA1524,0.722276,1.07643,0.990779,1.00144,0.652931,1.15296,0.70738,1.16537
KIAA1549,0.637339,0.881621,0.813539,0.964627,0.850805,0.899679,0.997914,1.0359
KIAA1549L,0.67721,0.86671,0.363105,0.86922,0.81813,0.853722,0.961026,0.872117
KIAA1551,0.607726,1.18342,0.0115778,0.738375,0.975939,0.972992,0.988529,1.09314
KIAA1586,0.833222,1.08403,0.440592,0.880455,0.903004,0.905647,0.984213,1.1188
KIAA1683,0.613923,0.899517,0.488856,0.934564,0.769688,0.896042,0.997914,1.00989
KIAA1715,0.749581,1.13063,0.899043,0.969803,0.98676,0.979977,0.997914,1.05497
KIAA1804,0.920249,1.02093,0.163576,1.10109,0.88075,0.946259,0.997914,0.99126
KIAA1841,0.807657,1.03668,0.170001,1.08392,0.780539,1.07609,0.997914,1.01244
KIAA1919,0.979947,1.01119,0.381012,1.12388,0.988578,0.986169,0.993608,1.07513
KIF11,0.992518,0.996807,0.0358608,0.855755,0.98676,1.01016,0.199512,1.28749
KIF12,0.568498,0.852785,0.913942,0.982563,0.95142,0.962501,0.98967,0.932931
KIF13A,0.719229,1.13383,0.039187,1.32052,0.931585,1.0759,0.999088,1.00434
KIF13B,0.700595,1.08002,0.0283009,1.18369,0.938749,1.03944,0.995966,1.03611
KIF14,0.907302,0.985302,0.134194,0.937604,0.956527,1.01443,0.408374,1.11464
KIF15,0.763131,0.966679,0.686547,0.97686,0.85864,1.04265,0.302976,1.13447
KIF16B,0.870492,1.04344,0.488165,1.07849,0.970669,0.977076,0.997914,1.02129
KIF17,0.566121,0.843025,0.595713,0.931098,0.804138,0.878794,0.977537,0.909292
KIF18A,0.92098,1.01439,0.306483,0.949189,0.990712,1.00385,0.997914,1.00589
KIF19,0.518557,0.826293,0.985286,1.00275,0.944042,0.962181,0.997914,0.982044
KIF1A,0.60108,0.88748,0.939747,0.989241,0.916566,0.946876,0.9815,0.928864
KIF1B,0.955072,1.02323,7.15E-05,1.55015,0.965995,1.0346,0.997914,0.955311
KIF1BP,0.6609,1.28022,0.00664468,1.76466,0.79962,1.31758,0.957164,1.2606
KIF1C,0.916683,1.0247,0.365914,1.07979,0.987894,1.00951,0.993745,0.955442
KIF20A,0.586186,0.916042,0.650013,0.964922,0.990513,0.994842,0.284448,1.19815
KIF20B,0.739643,1.09529,0.0405868,0.806543,0.868895,0.907019,0.996726,1.0461
KIF21A,0.844925,1.0919,0.249562,0.816362,0.916172,0.90286,0.998861,0.990124
KIF21B,0.615934,1.14983,5.64E-08,0.565715,0.930181,0.943505,0.997914,1.01238
KIF22,0.831873,0.966399,5.93E-07,0.754093,0.833948,0.937191,0.993745,0.965108
KIF23,0.67268,0.89476,0.44581,1.09772,0.411012,1.28217,0.815963,1.18072
KIF24,0.633584,0.886885,0.911237,1.01791,0.951596,0.96327,0.997914,1.01538
KIF24,0.6882,0.883326,0.963825,1.00941,0.893786,1.0976,0.999088,0.995518
KIF25,0.733686,0.907495,0.934699,0.984999,0.89277,0.917551,0.984213,0.918927
KIF25-AS1,0.569756,0.863738,0.940683,0.988561,0.920931,0.945659,0.998861,0.994154
KIF26A,0.60108,0.872441,0.980378,1.00424,0.757923,0.870773,0.996224,0.957503
KIF26B,0.976456,1.00982,0.656351,1.05322,0.684071,1.15841,0.997914,1.02356
